id,title,topic_tags,difficulty,problem_URL,solution_URL
2443,Sum of Number and Its Reverse,{},Medium,https://leetcode.com/problems/sum-of-number-and-its-reverse,https://leetcode.com/problems/sum-of-number-and-its-reverse/solution
2444,Count Subarrays With Fixed Bounds,{},Hard,https://leetcode.com/problems/count-subarrays-with-fixed-bounds,https://leetcode.com/problems/count-subarrays-with-fixed-bounds/solution
2445,Number of Nodes With Value One,{},Medium,https://leetcode.com/problems/number-of-nodes-with-value-one,https://leetcode.com/problems/number-of-nodes-with-value-one/solution
2446,Determine if Two Events Have Conflict,{},Easy,https://leetcode.com/problems/determine-if-two-events-have-conflict,https://leetcode.com/problems/determine-if-two-events-have-conflict/solution
2447,Number of Subarrays With GCD Equal to K,{},Medium,https://leetcode.com/problems/number-of-subarrays-with-gcd-equal-to-k,https://leetcode.com/problems/number-of-subarrays-with-gcd-equal-to-k/solution
2448,Minimum Cost to Make Array Equal,{},Hard,https://leetcode.com/problems/minimum-cost-to-make-array-equal,https://leetcode.com/problems/minimum-cost-to-make-array-equal/solution
2449,Minimum Number of Operations to Make Arrays Similar,{},Hard,https://leetcode.com/problems/minimum-number-of-operations-to-make-arrays-similar,https://leetcode.com/problems/minimum-number-of-operations-to-make-arrays-similar/solution
2450,Number of Distinct Binary Strings After Applying Operations,{},Medium,https://leetcode.com/problems/number-of-distinct-binary-strings-after-applying-operations,https://leetcode.com/problems/number-of-distinct-binary-strings-after-applying-operations/solution
2451,Odd String Difference,{},Easy,https://leetcode.com/problems/odd-string-difference,https://leetcode.com/problems/odd-string-difference/solution
2452,Words Within Two Edits of Dictionary,{},Medium,https://leetcode.com/problems/words-within-two-edits-of-dictionary,https://leetcode.com/problems/words-within-two-edits-of-dictionary/solution
2453,Destroy Sequential Targets,{},Medium,https://leetcode.com/problems/destroy-sequential-targets,https://leetcode.com/problems/destroy-sequential-targets/solution
2454,Next Greater Element IV,{},Hard,https://leetcode.com/problems/next-greater-element-iv,https://leetcode.com/problems/next-greater-element-iv/solution
2455,Average Value of Even Numbers That Are Divisible by Three,{},Easy,https://leetcode.com/problems/average-value-of-even-numbers-that-are-divisible-by-three,https://leetcode.com/problems/average-value-of-even-numbers-that-are-divisible-by-three/solution
2456,Most Popular Video Creator,{},Medium,https://leetcode.com/problems/most-popular-video-creator,https://leetcode.com/problems/most-popular-video-creator/solution
2457,Minimum Addition to Make Integer Beautiful,{},Medium,https://leetcode.com/problems/minimum-addition-to-make-integer-beautiful,https://leetcode.com/problems/minimum-addition-to-make-integer-beautiful/solution
2458,Height of Binary Tree After Subtree Removal Queries,{},Hard,https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries,https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries/solution
2459,Sort Array by Moving Items to Empty Space,{},Hard,https://leetcode.com/problems/sort-array-by-moving-items-to-empty-space,https://leetcode.com/problems/sort-array-by-moving-items-to-empty-space/solution
2460,Apply Operations to an Array,{},Easy,https://leetcode.com/problems/apply-operations-to-an-array,https://leetcode.com/problems/apply-operations-to-an-array/solution
2461,Maximum Sum of Distinct Subarrays With Length K,{},Medium,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k/solution
2462,Total Cost to Hire K Workers,{},Medium,https://leetcode.com/problems/total-cost-to-hire-k-workers,https://leetcode.com/problems/total-cost-to-hire-k-workers/solution
2463,Minimum Total Distance Traveled,{},Hard,https://leetcode.com/problems/minimum-total-distance-traveled,https://leetcode.com/problems/minimum-total-distance-traveled/solution
2464,Minimum Subarrays in a Valid Split,{},Medium,https://leetcode.com/problems/minimum-subarrays-in-a-valid-split,https://leetcode.com/problems/minimum-subarrays-in-a-valid-split/solution
2465,Number of Distinct Averages,{},Easy,https://leetcode.com/problems/number-of-distinct-averages,https://leetcode.com/problems/number-of-distinct-averages/solution
2466,Count Ways To Build Good Strings,{},Medium,https://leetcode.com/problems/count-ways-to-build-good-strings,https://leetcode.com/problems/count-ways-to-build-good-strings/solution
2467,Most Profitable Path in a Tree,{},Medium,https://leetcode.com/problems/most-profitable-path-in-a-tree,https://leetcode.com/problems/most-profitable-path-in-a-tree/solution
2468,Split Message Based on Limit,{},Hard,https://leetcode.com/problems/split-message-based-on-limit,https://leetcode.com/problems/split-message-based-on-limit/solution
2469,Convert the Temperature,{},Easy,https://leetcode.com/problems/convert-the-temperature,https://leetcode.com/problems/convert-the-temperature/solution
2470,Number of Subarrays With LCM Equal to K,{},Medium,https://leetcode.com/problems/number-of-subarrays-with-lcm-equal-to-k,https://leetcode.com/problems/number-of-subarrays-with-lcm-equal-to-k/solution
2471,Minimum Number of Operations to Sort a Binary Tree by Level,{},Medium,https://leetcode.com/problems/minimum-number-of-operations-to-sort-a-binary-tree-by-level,https://leetcode.com/problems/minimum-number-of-operations-to-sort-a-binary-tree-by-level/solution
2472,Maximum Number of Non-overlapping Palindrome Substrings,{},Hard,https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings,https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings/solution
2473,Minimum Cost to Buy Apples,{},Medium,https://leetcode.com/problems/minimum-cost-to-buy-apples,https://leetcode.com/problems/minimum-cost-to-buy-apples/solution
2474,Customers With Strictly Increasing Purchases,{},Hard,https://leetcode.com/problems/customers-with-strictly-increasing-purchases,https://leetcode.com/problems/customers-with-strictly-increasing-purchases/solution
2475,Number of Unequal Triplets in Array,{},Easy,https://leetcode.com/problems/number-of-unequal-triplets-in-array,https://leetcode.com/problems/number-of-unequal-triplets-in-array/solution
2476,Closest Nodes Queries in a Binary Search Tree,{},Medium,https://leetcode.com/problems/closest-nodes-queries-in-a-binary-search-tree,https://leetcode.com/problems/closest-nodes-queries-in-a-binary-search-tree/solution
2477,Minimum Fuel Cost to Report to the Capital,{},Medium,https://leetcode.com/problems/minimum-fuel-cost-to-report-to-the-capital,https://leetcode.com/problems/minimum-fuel-cost-to-report-to-the-capital/solution
2478,Number of Beautiful Partitions,{},Hard,https://leetcode.com/problems/number-of-beautiful-partitions,https://leetcode.com/problems/number-of-beautiful-partitions/solution
2479,Maximum XOR of Two Non-Overlapping Subtrees,{},Hard,https://leetcode.com/problems/maximum-xor-of-two-non-overlapping-subtrees,https://leetcode.com/problems/maximum-xor-of-two-non-overlapping-subtrees/solution
2480,Form a Chemical Bond,{},Easy,https://leetcode.com/problems/form-a-chemical-bond,https://leetcode.com/problems/form-a-chemical-bond/solution
2481,Minimum Cuts to Divide a Circle,{},Easy,https://leetcode.com/problems/minimum-cuts-to-divide-a-circle,https://leetcode.com/problems/minimum-cuts-to-divide-a-circle/solution
2482,Difference Between Ones and Zeros in Row and Column,{},Medium,https://leetcode.com/problems/difference-between-ones-and-zeros-in-row-and-column,https://leetcode.com/problems/difference-between-ones-and-zeros-in-row-and-column/solution
2483,Minimum Penalty for a Shop,{},Medium,https://leetcode.com/problems/minimum-penalty-for-a-shop,https://leetcode.com/problems/minimum-penalty-for-a-shop/solution
2484,Count Palindromic Subsequences,{},Hard,https://leetcode.com/problems/count-palindromic-subsequences,https://leetcode.com/problems/count-palindromic-subsequences/solution
2485,Find the Pivot Integer,{},Easy,https://leetcode.com/problems/find-the-pivot-integer,https://leetcode.com/problems/find-the-pivot-integer/solution
2486,Append Characters to String to Make Subsequence,{},Medium,https://leetcode.com/problems/append-characters-to-string-to-make-subsequence,https://leetcode.com/problems/append-characters-to-string-to-make-subsequence/solution
2487,Remove Nodes From Linked List,{},Medium,https://leetcode.com/problems/remove-nodes-from-linked-list,https://leetcode.com/problems/remove-nodes-from-linked-list/solution
2488,Count Subarrays With Median K,{},Hard,https://leetcode.com/problems/count-subarrays-with-median-k,https://leetcode.com/problems/count-subarrays-with-median-k/solution
2489,Number of Substrings With Fixed Ratio,{},Medium,https://leetcode.com/problems/number-of-substrings-with-fixed-ratio,https://leetcode.com/problems/number-of-substrings-with-fixed-ratio/solution
2490,Circular Sentence,{},Easy,https://leetcode.com/problems/circular-sentence,https://leetcode.com/problems/circular-sentence/solution
2491,Divide Players Into Teams of Equal Skill,{},Medium,https://leetcode.com/problems/divide-players-into-teams-of-equal-skill,https://leetcode.com/problems/divide-players-into-teams-of-equal-skill/solution
2492,Minimum Score of a Path Between Two Cities,{},Medium,https://leetcode.com/problems/minimum-score-of-a-path-between-two-cities,https://leetcode.com/problems/minimum-score-of-a-path-between-two-cities/solution
2493,Divide Nodes Into the Maximum Number of Groups,{},Hard,https://leetcode.com/problems/divide-nodes-into-the-maximum-number-of-groups,https://leetcode.com/problems/divide-nodes-into-the-maximum-number-of-groups/solution
2494,Merge Overlapping Events in the Same Hall,{},Hard,https://leetcode.com/problems/merge-overlapping-events-in-the-same-hall,https://leetcode.com/problems/merge-overlapping-events-in-the-same-hall/solution
2495,Number of Subarrays Having Even Product,{},Medium,https://leetcode.com/problems/number-of-subarrays-having-even-product,https://leetcode.com/problems/number-of-subarrays-having-even-product/solution
2496,Maximum Value of a String in an Array,{},Easy,https://leetcode.com/problems/maximum-value-of-a-string-in-an-array,https://leetcode.com/problems/maximum-value-of-a-string-in-an-array/solution
2497,Maximum Star Sum of a Graph,{},Medium,https://leetcode.com/problems/maximum-star-sum-of-a-graph,https://leetcode.com/problems/maximum-star-sum-of-a-graph/solution
2498,Frog Jump II,{},Medium,https://leetcode.com/problems/frog-jump-ii,https://leetcode.com/problems/frog-jump-ii/solution
2499,Minimum Total Cost to Make Arrays Unequal,{},Hard,https://leetcode.com/problems/minimum-total-cost-to-make-arrays-unequal,https://leetcode.com/problems/minimum-total-cost-to-make-arrays-unequal/solution
2500,Delete Greatest Value in Each Row,{},Easy,https://leetcode.com/problems/delete-greatest-value-in-each-row,https://leetcode.com/problems/delete-greatest-value-in-each-row/solution
2501,Longest Square Streak in an Array,"{Array,Hash Table,Binary Search,Dynamic Programming,Sorting}",Medium,https://leetcode.com/problems/longest-square-streak-in-an-array,https://leetcode.com/problems/longest-square-streak-in-an-array/solution
2502,Design Memory Allocator,"{Array,Hash Table,Design,Simulation}",Medium,https://leetcode.com/problems/design-memory-allocator,https://leetcode.com/problems/design-memory-allocator/solution
2503,Maximum Number of Points From Grid Queries,"{Array,Two Pointers,Breadth-First Search,Union Find,Sorting,Heap (Priority Queue),Matrix}",Hard,https://leetcode.com/problems/maximum-number-of-points-from-grid-queries,https://leetcode.com/problems/maximum-number-of-points-from-grid-queries/solution
2504,Concatenate the Name and the Profession,{},Easy,https://leetcode.com/problems/concatenate-the-name-and-the-profession,https://leetcode.com/problems/concatenate-the-name-and-the-profession/solution
2505,Bitwise OR of All Subsequence Sums,{},Medium,https://leetcode.com/problems/bitwise-or-of-all-subsequence-sums,https://leetcode.com/problems/bitwise-or-of-all-subsequence-sums/solution
2506,Count Pairs Of Similar Strings,"{Array,Hash Table,String}",Easy,https://leetcode.com/problems/count-pairs-of-similar-strings,https://leetcode.com/problems/count-pairs-of-similar-strings/solution
2507,Smallest Value After Replacing With Sum of Prime Factors,"{Math,Number Theory}",Medium,https://leetcode.com/problems/smallest-value-after-replacing-with-sum-of-prime-factors,https://leetcode.com/problems/smallest-value-after-replacing-with-sum-of-prime-factors/solution
2508,Add Edges to Make Degrees of All Nodes Even,"{Hash Table,Graph}",Hard,https://leetcode.com/problems/add-edges-to-make-degrees-of-all-nodes-even,https://leetcode.com/problems/add-edges-to-make-degrees-of-all-nodes-even/solution
2509,Cycle Length Queries in a Tree,"{Tree,Binary Tree}",Hard,https://leetcode.com/problems/cycle-length-queries-in-a-tree,https://leetcode.com/problems/cycle-length-queries-in-a-tree/solution
2510,Check if There is a Path With Equal Number of 0's And 1's,{},Medium,https://leetcode.com/problems/check-if-there-is-a-path-with-equal-number-of-0s-and-1s,https://leetcode.com/problems/check-if-there-is-a-path-with-equal-number-of-0s-and-1s/solution
